  4.16196039E-04   8.19892347E-01
  8.32392077E-04   2.99561930E+00
  1.24858809E-03   7.23682940E-01
  1.66478415E-03   1.00638807E+00
  2.08098022E-03   8.25174004E-02
  2.49717617E-03   1.68948913E+00
  2.91337236E-03   3.42657471E+00
  3.32956831E-03   1.71231413E+00
  3.74576426E-03   6.58030212E-01
  4.16196045E-03   9.27027047E-01
  4.57815640E-03   3.10445037E-02
  4.99435235E-03   3.63475382E-02
  5.41054830E-03   1.79297495E+00
  5.82674472E-03   6.23250306E-02
  6.24294067E-03   2.70001101E+00
  6.65913662E-03   3.87114257E-01
  7.07533257E-03   2.21439704E-01
  7.49152852E-03   9.62194324E-01
  7.90772494E-03   1.43745494E+00
  8.32392089E-03   1.02052316E-01
  8.74011684E-03   4.29937243E-01
  9.15631279E-03   4.09328580E-01
  9.57250874E-03   1.59540147E-01
  9.98870470E-03   4.18907821E-01
  1.04049006E-02   2.46826068E-01
  1.08210966E-02   7.49517202E-01
  1.12372935E-02   4.22844231E-01
  1.16534894E-02   8.46273959E-01
  1.20696854E-02   2.04865265E+00
  1.24858813E-02   5.17744958E-01
  1.29020773E-02   2.10191011E-01
  1.33182732E-02   1.42317200E+00
  1.37344692E-02   4.94441837E-02
  1.41506651E-02   2.68514776E+00
  1.45668611E-02   8.04078937E-01
  1.49830570E-02   3.93272471E+00
  1.53992530E-02   2.20171285E+00
  1.58154499E-02   1.39061391E+00
  1.62316449E-02   6.90058351E-01
  1.66478418E-02   2.12553039E-01
  1.70640368E-02   6.27490044E-01
  1.74802337E-02   2.80896688E+00
  1.78964306E-02   2.77441168E+00
  1.83126256E-02   2.61999100E-01
  1.87288225E-02   2.83202839E+00
  1.91450175E-02   4.01937336E-01
  1.95612144E-02   7.75726020E-01
  1.99774094E-02   1.18215823E+00
  2.03936063E-02   4.80144560E-01
  2.08098013E-02   1.36657441E+00
  2.12259982E-02   1.83000040E+00
  2.16421932E-02   1.79989052E+00
  2.20583901E-02   9.47043180E-01
  2.24745870E-02   6.42635643E-01
  2.28907820E-02   1.36918378E+00
  2.33069789E-02   1.07818305E+00
  2.37231739E-02   5.96515000E-01
  2.41393708E-02   3.97880614E-01
  2.45555658E-02   3.04736757E+00
  2.49717627E-02   4.47618246E-01
  2.53879577E-02   1.54761052E+00
  2.58041546E-02   7.53856373E+00
  2.62203496E-02   3.82628739E-01
  2.66365465E-02   7.18926609E-01
  2.70527434E-02   3.03285480E+00
  2.74689384E-02   1.33267796E+00
  2.78851353E-02   1.74547791E+00
  2.83013303E-02   1.00203574E+00
  2.87175272E-02   1.71778369E+00
  2.91337222E-02   2.07970047E+00
  2.95499191E-02   2.44827986E-01
  2.99661141E-02   2.32131171E+00
  3.03823110E-02   1.83975905E-01
  3.07985060E-02   1.62957788E+00
  3.12147029E-02   2.75564718E+00
  3.16308998E-02   1.69076538E+00
  3.20470966E-02   1.31948918E-01
  3.24632898E-02   1.58658171E+00
  3.28794867E-02   2.78160036E-01
  3.32956836E-02   9.85242009E-01
  3.37118804E-02   1.07427731E+01
  3.41280736E-02   1.45630109E+00
  3.45442705E-02   4.01521116E-01
  3.49604674E-02   2.74627018E+00
  3.53766643E-02   3.56938094E-01
  3.57928611E-02   7.73878694E-01
  3.62090543E-02   1.71716356E+00
  3.66252512E-02   4.90923584E-01
  3.70414481E-02   2.93414116E+00
  3.74576449E-02   5.36289978E+00
  3.78738381E-02   5.55133224E-01
  3.82900350E-02   1.65796781E+00
  3.87062319E-02   2.01495075E+00
  3.91224287E-02   1.70607173E+00
  3.95386219E-02   1.57229185E-01
  3.99548188E-02   6.69520274E-02
  4.03710157E-02   5.64529538E-01
  4.07872126E-02   3.88359189E-01
  4.12034094E-02   5.26989214E-02
  4.16196026E-02   8.80920649E-01
  4.20357995E-02   2.36759162E+00
  4.24519964E-02   5.33276320E-01
  4.28681932E-02   2.37438226E+00
  4.32843864E-02   1.20926344E+00
  4.37005833E-02   9.00213599E-01
  4.41167802E-02   2.10428762E+00
  4.45329770E-02   1.64945185E-01
  4.49491739E-02   4.17740420E-02
  4.53653671E-02   2.20631689E-01
  4.57815640E-02   2.05170274E-01
  4.61977609E-02   7.82312989E-01
  4.66139577E-02   6.59142613E-01
  4.70301509E-02   8.16281319E-01
  4.74463478E-02   1.06875694E+00
  4.78625447E-02   4.76688236E-01
  4.82787415E-02   1.65799356E+00
  4.86949347E-02   1.68905720E-01
  4.91111316E-02   1.10856819E+00
  4.95273285E-02   6.29459023E-01
  4.99435253E-02   7.80906737E-01
  5.03597222E-02   1.84067178E+00
  5.07759154E-02   1.89018264E-01
  5.11921123E-02   3.05907202E+00
  5.16083091E-02   1.14073604E-01
  5.20245060E-02   5.51504493E-01
  5.24406992E-02   2.03590775E+00
  5.28568961E-02   1.84179342E+00
  5.32730930E-02   1.04778314E+00
  5.36892898E-02   1.59181261E+00
  5.41054867E-02   7.87569523E-01
  5.45216799E-02   4.41187322E-01
  5.49378768E-02   1.69110751E+00
  5.53540736E-02   6.93068132E-02
  5.57702705E-02   5.34416020E-01
  5.61864637E-02   1.92570060E-01
  5.66026606E-02   1.50490552E-01
  5.70188574E-02   3.25094044E-01
  5.74350543E-02   4.21300232E-02
  5.78512512E-02   1.41842949E+00
  5.82674444E-02   1.16556203E+00
  5.86836413E-02   6.24555312E-02
  5.90998381E-02   5.97650111E-02
  5.95160350E-02   4.57341045E-01
  5.99322282E-02   7.28006601E-01
  6.03484251E-02   1.09067157E-01
  6.07646219E-02   1.57270730E-01
  6.11808188E-02   9.76431489E-01
  6.15970120E-02   2.05942079E-01
  6.20132089E-02   3.71349335E-01
  6.24294057E-02   1.59649324E+00
  6.28456026E-02   4.65182662E-02
  6.32617995E-02   9.34802711E-01
  6.36779964E-02   8.65034163E-02
  6.40941933E-02   5.03118634E-02
  6.45103827E-02   9.99848366E-01
  6.49265796E-02   2.66709864E-01
  6.53427765E-02   2.28018379E+00
  6.57589734E-02   2.27517948E-01
  6.61751702E-02   2.24380636E+00
  6.65913671E-02   7.30558753E-01
  6.70075640E-02   5.00124454E-01
  6.74237609E-02   1.07486749E+00
  6.78399578E-02   4.11055803E-01
  6.82561472E-02   5.96008062E-01
  6.86723441E-02   5.54616809E-01
  6.90885410E-02   1.44520617E+00
  6.95047379E-02   5.82704067E-01
  6.99209347E-02   1.04046595E+00
  7.03371316E-02   1.08010733E+00
  7.07533285E-02   7.33468950E-01
  7.11695254E-02   1.06931055E+00
  7.15857223E-02   1.67222834E+00
  7.20019117E-02   3.07919860E+00
  7.24181086E-02   7.18151510E-01
  7.28343055E-02   1.21292949E+00
  7.32505023E-02   3.90121937E-01
  7.36666992E-02   3.28835696E-01
  7.40828961E-02   6.00167274E-01
  7.44990930E-02   1.12887762E-01
  7.49152899E-02   2.99424350E-01
  7.53314793E-02   2.03093380E-01
  7.57476762E-02   4.67199124E-02
  7.61638731E-02   6.98745847E-01
  7.65800700E-02   2.85631347E+00
  7.69962668E-02   3.30551341E-03
  7.74124637E-02   2.39958763E+00
  7.78286606E-02   1.65719724E+00
  7.82448575E-02   4.41862404E-01
  7.86610544E-02   2.91487932E-01
  7.90772438E-02   2.69540930E+00
  7.94934407E-02   8.83274794E-01
  7.99096376E-02   4.03603941E-01
  8.03258345E-02   1.68490902E-01
  8.07420313E-02   4.50203747E-01
  8.11582282E-02   1.18935752E+00
  8.15744251E-02   2.02999353E+00
  8.19906220E-02   1.26347080E-01
  8.24068189E-02   1.39099896E-01
  8.28230083E-02   1.21205997E+00
  8.32392052E-02   6.85135424E-02
  8.36554021E-02   7.99894691E-01
  8.40715989E-02   4.18822646E-01
  8.44877958E-02   7.36260593E-01
  8.49039927E-02   3.70638430E-01
  8.53201896E-02   1.92437744E+00
  8.57363865E-02   7.14285746E-02
  8.61525834E-02   1.95521009E+00
  8.65687728E-02   3.68156463E-01
  8.69849697E-02   1.05626035E+00
  8.74011666E-02   2.84423470E-01
  8.78173634E-02   3.09675038E-01
  8.82335603E-02   2.25433683E+00
  8.86497572E-02   1.52674377E+00
  8.90659541E-02   2.63107836E-01
  8.94821510E-02   2.42909208E-01
  8.98983479E-02   1.62936020E+00
  9.03145373E-02   3.93856704E-01
  9.07307342E-02   8.16709757E-01
  9.11469311E-02   1.67207479E+00
  9.15631279E-02   3.62910938E+00
  9.19793248E-02   3.01427412E+00
  9.23955217E-02   5.16199827E-01
  9.28117186E-02   2.82796931E+00
  9.32279155E-02   1.98879883E-01
  9.36441123E-02   5.33629537E-01
  9.40603018E-02   1.68548226E-01
  9.44764987E-02   1.89930415E+00
  9.48926955E-02   1.92748702E+00
  9.53088924E-02   2.97498137E-01
  9.57250893E-02   8.39772344E-01
  9.61412862E-02   3.00150824E+00
  9.65574831E-02   1.76740968E+00
  9.69736800E-02   6.23814285E-01
  9.73898694E-02   2.28195047E+00
  9.78060663E-02   6.00466311E-01
  9.82222632E-02   6.06649835E-03
  9.86384600E-02   1.15410853E-02
  9.90546569E-02   6.11821972E-02
  9.94708538E-02   3.60351473E-01
  9.98870507E-02   2.61890674E+00
  1.00303248E-01   8.15670609E-01
  1.00719444E-01   1.54162621E+00
  1.01135634E-01   5.46207666E-01
  1.01551831E-01   2.35920966E-01
