2545.792990 0.000000
2680.700640 0.153667
2655.701660 0.039400
2305.696730 -0.244714
1410.872450 0.165333
583.502490 -0.224455
1231.625760 0.185923
2240.604130 0.014667
1965.600570 -0.303588
1291.535810 0.020421
1443.897120 -0.021048
335.863790 0.058217
1274.557690 0.021800
1794.848700 0.027407
1530.694080 0.028276
941.536430 -0.217724
1904.758140 0.433586
1856.645380 -0.161241
387.757240 -0.156276
2392.503550 -0.013000
1931.648940 0.185724
1590.607650 0.134690
592.480260 -0.204621
1078.810120 0.122310
533.522010 -0.349207
558.523990 -0.138897
1179.759610 -0.102207
516.543020 0.020724
557.582890 -0.035276
2639.688810 -0.172897
1872.696750 -0.159310
754.757130 0.030931
1140.612760 0.066724
2093.929200 0.350586
727.874030 0.162207
2572.712490 -0.222966
377.869720 0.279552
1089.674260 -0.140414
1633.550340 0.061586
301.927470 0.094448
1946.765140 -0.474586
2633.567840 -0.084552
2564.699360 0.027759
1822.710440 -0.071586
2655.742860 -0.160793
788.735660 0.012310
508.543190 -0.057966
1582.615740 0.214379
1266.573530 0.261207
575.526330 0.290241
2604.801340 -0.037862
2658.575750 0.060000
405.713100 -0.175207
2324.609960 0.168897
336.845280 0.367241
1745.829250 0.320655
1916.586580 -0.209690
1206.670740 -0.166103
2297.724440 -0.224276
730.722710 -0.110310
2009.515020 0.020828
811.856220 -0.131448
2683.582240 -0.019828
1240.636890 0.094034
483.550630 -0.035172
1010.917540 -0.089345
361.851540 0.258655
1464.698890 0.007966
1923.667960 -0.438897
1498.663620 -0.339897
491.573540 0.075276
1198.659750 0.261276
1258.566380 -0.031276
1215.648140 0.142172
379.787100 0.030241
1779.810640 0.033724
2232.647690 0.216345
1659.528930 0.073448
1896.796980 -0.125379
517.532420 0.063414
900.557030 0.027655
1532.643970 -0.132724
2556.715620 0.194000
2017.558580 -0.019931
1608.590500 -0.149448
875.562190 0.062483
1804.821850 0.137655
2642.570000 -0.354414
1941.616930 -0.244793
1173.683740 0.019724
1157.647140 -0.044931
1882.658570 -0.035931
1874.640030 0.039000
1455.766050 0.307241
821.795480 -0.036552
2216.627420 -0.033172
2315.685640 -0.176034
1037.837360 0.219759
1224.632850 0.377172
1448.693200 -0.176621
2350.594660 0.007828
1499.640310 -0.035034
2582.675210 0.015138
509.532190 -0.037931
378.870410 -0.087000
1080.767710 0.188793
1957.668450 0.023724
2307.674730 -0.060034
294.910260 -0.285103
2155.786710 -0.475552
1098.698290 -0.034448
1124.642490 -0.234241
1284.550760 0.016966
1838.804420 0.198621
438.784360 0.162414
1181.720200 0.094207
1524.650920 -0.054966
1625.595890 0.445379
1763.805770 -0.079379
2298.720740 0.055448
1318.522120 0.572793
2630.805860 -0.311862
1813.813300 0.030345
2547.789880 0.067966
2651.565270 -0.046069
2172.784730 -0.063069
447.759920 0.168724
1386.925960 -0.314138
1866.650500 -0.213138
1830.801280 -0.082793
1445.890710 0.008724
1071.828960 0.499103
1549.667190 0.107172
492.577840 0.036379
1711.936210 -0.356207
518.522830 -0.103414
559.561600 -0.102379
1148.722300 0.465690
1310.519060 0.364379
2664.784140 -0.188828
783.624700 0.052379
2639.783910 -0.083448
1891.661110 -0.785517
729.852120 0.266138
1592.602350 0.455241
1490.716080 -0.168586
417.587400 0.355966
1847.797250 0.211966
1003.917120 0.030862
842.596740 0.214379
2104.881330 -0.248000
534.575620 0.206241
1276.569100 0.155690
2130.827470 -0.271310
2325.641860 -0.404483
2001.581660 -0.284759
1438.838650 -0.047759
1268.553440 0.220310
1190.723170 0.155172
355.805380 -0.772483
510.525590 0.123034
328.920210 0.450966
535.527730 0.344621
415.715520 0.503862
1755.830560 -0.474138
2614.805660 -0.441069
1140.727560 0.388207
337.885980 0.599966
568.550170 0.633207
1993.571510 -0.152655
2190.744220 -0.280655
1447.809200 -0.070310
1149.695090 0.240172
2343.580720 -0.315448
1600.647270 -0.175586
1824.707930 -0.447931
560.540410 0.322172
2113.865960 -0.133897
1976.601520 -0.219414
2601.611960 -0.364966
2548.781170 -0.257690
569.507280 0.293138
1771.884060 -0.210483
2259.628490 0.082724
1302.539900 -0.007828
1242.633600 0.081276
2648.786280 -0.014828
1922.834160 0.070310
2488.880670 -0.050621
1004.897020 0.024379
1618.587450 -0.115897
1558.681460 -0.157103
2317.655240 0.189655
2027.557460 0.014310
2673.794630 -0.187414
2206.809600 0.011690
536.502630 0.005310
748.770180 -0.041034
1155.852350 -0.170655
331.784200 0.014414
490.749240 -0.012690
390.748420 -0.085621
329.898710 0.062310
1644.541620 0.002828
397.828260 -0.086448
2471.915440 0.026966
2248.800370 0.102759
1959.646460 -0.006000
1396.903570 0.117172
1191.711960 -0.191069
772.838280 -0.085897
2403.522940 0.063828
