lcs/fake_00000_N10000.dat                          6.365e+00  -9.840e+01
lcs/fake_00001_N10000.dat                          1.000e+00  -3.289e+00
lcs/fake_00002_N10000.dat                          7.746e+00  4.131e+01 
lcs/fake_00003_N10000.dat                          7.999e+00  1.288e+03 
lcs/fake_00004_N10000.dat                          7.408e+00  -7.978e-01
lcs/fake_00005_N10000.dat                          2.109e+00  -1.487e+00
lcs/fake_00006_N10000.dat                          7.999e+00  1.941e+03 
lcs/fake_00007_N10000.dat                          7.999e+00  9.950e+02 
lcs/fake_00008_N10000.dat                          7.999e+00  1.367e+03 
lcs/fake_00009_N10000.dat                          3.523e+00  -2.423e+00
lcs/fake_00010_N10000.dat                          7.969e+00  3.280e+00 
lcs/fake_00011_N10000.dat                          7.999e+00  7.676e+02 
lcs/fake_00012_N10000.dat                          7.999e+00  1.021e+03 
lcs/fake_00013_N10000.dat                          7.988e+00  1.797e+03 
lcs/fake_00014_N10000.dat                          6.994e+00  -5.764e-01
lcs/fake_00015_N10000.dat                          2.882e+00  -1.450e+00
lcs/fake_00016_N10000.dat                          7.999e+00  3.032e+03 
lcs/fake_00017_N10000.dat                          7.985e+00  7.814e+00 
lcs/fake_00018_N10000.dat                          7.999e+00  1.172e+03 
lcs/fake_00019_N10000.dat                          7.999e+00  1.943e+03 
lcs/fake_00020_N10000.dat                          7.999e+00  1.095e+03 
lcs/fake_00021_N10000.dat                          7.999e+00  1.995e+03 
lcs/fake_00022_N10000.dat                          7.989e+00  4.952e-01 
lcs/fake_00023_N10000.dat                          7.999e+00  1.832e+03 
lcs/fake_00024_N10000.dat                          7.999e+00  1.573e+03 
lcs/fake_00025_N10000.dat                          7.882e+00  4.527e+01 
lcs/fake_00026_N10000.dat                          2.257e+00  8.104e-01 
lcs/fake_00027_N10000.dat                          7.881e+00  2.624e+01 
lcs/fake_00028_N10000.dat                          7.931e+00  2.854e-02 
lcs/fake_00029_N10000.dat                          2.765e+00  3.368e+00 
lcs/fake_00030_N10000.dat                          7.775e+00  4.832e+01 
lcs/fake_00031_N10000.dat                          2.567e+00  -5.580e-01
lcs/fake_00032_N10000.dat                          7.999e+00  1.292e+03 
lcs/fake_00033_N10000.dat                          7.999e+00  1.669e+03 
lcs/fake_00034_N10000.dat                          1.470e+00  -1.904e+00
lcs/fake_00035_N10000.dat                          5.374e+00  -1.313e+00
lcs/fake_00036_N10000.dat                          7.988e+00  -1.092e+00
lcs/fake_00037_N10000.dat                          7.602e+00  5.848e+00 
lcs/fake_00038_N10000.dat                          7.988e+00  1.749e+03 
lcs/fake_00039_N10000.dat                          7.988e+00  2.523e+00 
lcs/fake_00040_N10000.dat                          7.999e+00  2.633e+03 
lcs/fake_00041_N10000.dat                          7.999e+00  1.472e+03 
lcs/fake_00042_N10000.dat                          7.999e+00  2.357e+03 
